GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Number of Wells,GCCS Capacity (cfm),Passive Venting/Flaring?
,2162,"Operating Industries, Inc. LF (OII)",CA,Monterey Park Landfill,"900 Potrero Grande Drive
End of Greenwood Avenue",Monterey Park,Los Angeles,91754,34.031,-118.108,No,Private,"Operating Industries, Inc.",,1948,1984,Closed,,190,,,,"29,920,000",,"613,000",1983,Unknown,Not used,No,,Yes,3.34,,35,Yes,,2.98,,250,,Unknown
,233,Orange Avenue Disposal Inc.,CA,"""Mount Trashmore""",3280 South Orange Avenue,Fresno,Fresno,93725,36.68694,-119.76306,Yes,Private,Caglia Environmental,,1941,2007,Closed,29,,,,,"1,000,000",2004,"33,315",2004,Unknown,Not used,No,,Yes,0.216,2016,49.5,Yes,,,,16,,Unknown
,234,Oro Grande LF,CA,,19409 National Trails Highway,Oro Grande,San Bernardino,92368,34.634,-117.307,No,Private,Riverside Cement Co.,Riverside Cement Co.,,1993,Closed,161,,,,,"3,000,000",,0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1008030,236,Otay LF,CA,,1700 Maxwell Road,Chula Vista,San Diego,91911,32.604,-117.005,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1963,2028,Open,230,230,,,"49,177,036","45,777,214",2022,"1,396,128",2022,No,Not used,No,11.4,Yes,6.83,2022,41,Yes,2,6.83,2022,383,6800,No
1007112,238,Ox Mountain SLF,CA,Corinda Los Trancos SLF,12310 San Mateo Road,Half Moon Bay,San Mateo,94019,37.499,-122.412,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1977,2042,Open,191,160,300,226,"44,107,549","38,155,932",2022,"937,063",2022,No,Not used,No,,Yes,10.804,2022,51.7,Yes,3,1.868,2022,233,10100,No
1005092,56,Oxnard Landfills,CA,Bailard LF; Coastal LF; Santa Clara LF; Oxnard Power Station,4105 West Gonzales Road,Oxnard,Ventura,93036,34.22857,-119.22435,No,Public,"City of Oxnard, CA; Ventura Regional Sanitation District, CA","Ventura Regional Sanitation District, CA",1962,1996,Closed,,158,90,,"10,201,738","9,244,631",1996,"295,729",1996,No,Not used,No,1.086,Yes,0.975,2022,24.3,Yes,1,0.975,2022,96,3000,No
1005865,332,Palo Alto LF,CA,City of Palo Alto Refuse Disposal Site; Byxbee Park SLF,2830 Embarcadero Road,Palo Alto,Santa Clara,94303,37.45,-122.105,Yes,Public,"City of Palo Alto, CA","City of Palo Alto, CA",1955,2011,Closed,126,126,,75,"5,830,998","4,738,964",2011,"19,286",2011,No,Not used,No,0.487,Yes,0.394,2022,30.8,Yes,,0.394,2022,91,300,No
,242,Palo Verde Cut & Fill Site,CA,,,Palo Verde,Imperial,92266,33.35,-118.316667,No,Public,United States Bureau of Land Management,"Imperial County, CA",,2013,Closed,40,,,,,"50,000",2004,12,2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003361,1780,Palos Verdes Landfill,CA,,25680 Hawthorne Boulevard,Rolling Hills Estates,Los Angeles,90274,33.79189,-118.35243,No,Public,"Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA",1952,1980,Closed,291,29.9,200,,,"24,048,240",1980,"1,385,091",1980,No,Not used,No,8.219,Yes,6.536,2022,,Yes,7,6.536,2022,441,13100,No
,21148,Pebbly Beach Disposal Site,CA,Pebbly Beach Landfill,1 Dump Road,Avalon,Los Angeles,90704,33.329985,-118.309585,No,Public,"City of Avalon, CA",Avalon Environmental Services,,2027,Open,5.6,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,347,Penrose LF,CA,Penrose Pit,8251 - 8301 Tujunga Avenue,Sun Valley,Los Angeles,91352,34.2186,-118.3816,No,Private,"Los Angeles By-Products, Inc.","Los Angeles By-Products, Inc.",1960,1988,Closed,72,,200,,,"9,000,000",,,,Unknown,Not used,No,,Yes,3,,50,Yes,1,,,,,Unknown
,244,Phelan Refuse Disposal Site,CA,,10130 Buckwheat Road,Phelan,San Bernardino,92371,34.4343,-117.6075,No,Public,"San Bernardino County, CA","San Bernardino County, CA",1956,1997,Closed,30,,,20,"594,000","445,500",,"20,037",1997,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,245,Picacho Cut and Fill Site,CA,,,Winterhaven,Imperial,,,,No,Private,Quechan Indian Tribe Council,"Imperial County, CA",,,Unknown,50,,,,,"76,800",,829,2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,246,Pitchess Honor Rancho LF,CA,Pitchess Detention Center,,Saugus (Santa Clarita),Los Angeles,91355,,,No,Public,Los Angeles County Sherriff's Department,Los Angeles County Sherriff's Department,,1992,Closed,73,,,,,"75,000",,"5,520",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,248,Ponderosa SLF,CA,,17219 Ponderosa Way,Brownsville,Yuba,95919,39.46667,-121.29,No,Public,United States Bureau of Land Management,"Yuba County Public Works, CA",,1994,Closed,221,,,,,"4,128,000",,"1,666",1991,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,249,Portola LF,CA,,"Off Hwy 70
1.5 Mi Ne Portola",Portola,Plumas,96122,39.824,-120.449,No,Public,"City of Portola, CA","City of Portola, CA",,2002,Closed,8,,,,,"135,000",,750,2002,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007345,250,Potrero Hills SLF,CA,,3675 Potrero Hills Lane,Suisun City,Solano,94585,38.22333,-121.97778,Yes,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1986,2059,Open,190,148,,,,"22,869,490",2022,"1,110,764",2022,Yes,Several times per year,No,,Yes,3.622,2022,49.3,Yes,2,0.807,2022,180,6700,No
1002106,251,Prima Deshecha SLF,CA,,32250 La Pata Avenue,San Juan Capistrano,Orange,92675,33.48654,-117.62491,Yes,Public,"County of Orange - OC Waste & Recycling, CA","County of Orange - OC Waste & Recycling, CA",1976,2102,Open,697,240,430,210,"98,159,518","24,966,789",2022,"685,720",2022,No,Not used,No,6.509,Yes,4.15,2022,49.1,Yes,1,4.15,2022,164,6000,No
1003199,352,Puente Hills LF,CA,Puente Hills (PERG); San Gabriel Valley Dump,2800 S. Workman Mill Road,Whittier,Los Angeles,90601,34.02033,-118.00604,No,Public,"Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA",1957,2013,Closed,630,590,,229.5,"142,400,000","142,250,454",2013,"2,135,318",2013,No,Not used,No,,Yes,24.328,2022,29.6,Yes,26,4.908,2022,1598,45000,No
,252,Pumice Valley SLF,CA,,200 Dross Road,Lee Vining,Mono,93541,37.90694,-119.06528,No,Public,,"Mono County, CA",,2036,Open,40,,,,,"55,800",,224,2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004243,253,Ramona Avenue Landfill,CA,,20630 Pamo Road,Ramona,San Diego,92065,33.085,-116.863,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1962,2009,Closed,46,46,,,,"947,800",2002,"81,427",2004,Unknown,Not used,No,0.872,Yes,0.589,2012,35.1,Yes,,0.589,2012,43,1800,No
,254,Ravendale Disposal,CA,,,Ravendale,Lassen,96123,40.79222,-120.37083,No,Public,"Lassen Regional Solid Waste Management Authority, CA","Lassen Regional Solid Waste Management Authority, CA",,1997,Closed,3,,,,,"11,616",,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1005042,54,Recology Hay Road LF,CA,"B&J Drop Box SLF Inc.; Hay Road Landfill, Inc.",6426 Hay Road,Vacaville,Solano,95687,38.31497,-121.83164,Yes,Private,Recology,Recology,1964,2063,Open,256,122.8,80,,"20,391,489","9,207,695",2022,"712,295",2022,No,Not used,No,2.726,Yes,2.201,2022,48.2,Yes,,1.475,2022,191,3000,No
1004745,1976,Recology Ostrom Road LF,CA,,5900 Ostrom Road,Wheatland,Yuba,95692,39.07171,-121.3925,No,Private,Recology,Recology,1995,2084,Open,225,68.1,100,,"27,629,965","8,801,706",2022,"456,201",2022,No,Not used,No,3.791,Yes,1.846,2022,51.2,Yes,1,0.298,2022,108,3150,No
1005041,239,Recology Pacheco Pass LF,CA,,3665 Pacheco Pass Highway,Gilroy,Santa Clara,95020,36.99577,-121.4789,Yes,Private,Recology,Recology,1950,2007,Closed,,66,170,,,"1,316,000",2004,"15,000",2004,Unknown,Not used,No,0.794,Yes,0.679,2012,41.2,Yes,,0.679,2012,72,700,No
1004959,329,Recology Yuba-Sutter Landfill,CA,"Yuba-Sutter Disposal Inc., Yuba Sutter Disposal",3001 North Levee Road,Marysville,Yuba,95901,39.1671,-121.55708,Yes,Private,Recology,Recology,1967,1996,Closed,,166,50,,,"2,200,000",,"118,020",1996,Unknown,Not used,No,0.938,Yes,0.469,2016,28.8,Yes,,0.469,2016,96,750,No
,257,Red Hill SLF,CA,,5314 Red Hill Road,Vallecito,Calaveras,95251,38.07333,-120.49167,No,Public,"Calaveras County, CA","Calaveras County, CA",,1990,Closed,17,,,,,,,"100,000",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007668,258,Redwood SLF,CA,,8950 Redwood Highway,Novato,Marin,94945,38.1661,-122.57922,Yes,Private,WM,WM,1958,2034,Open,,222.5,,,"23,913,093","17,011,540",2022,"301,844",2022,No,Not used,No,4.973,Yes,2.845,2022,48.2,Yes,2,1.502,2022,143,6200,No
1002897,260,Ridgecrest-Inyokern SLF,CA,,3301 Bowman Road,Ridgecrest,Kern,93555,35.60254,-117.73755,No,Public,"Kern County, CA","Kern County, CA",1969,2042,Open,91,78,70,50,"11,167,924","3,013,520",2008,"58,615",2008,Unknown,Not used,No,0.534,Yes,0.131,2012,,Yes,,0.131,2012,10,150,No
,261,Rio Vista SLF,CA,,Airport Road,Rio Vista,Solano,94571,38.1775,-121.68944,No,Public,State Reclamation Board,Rio Vista Sanitation Service,,1992,Closed,12,,,,,"100,000",,"3,392",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,262,Rock Creek LF,CA,,12021 Hunt Road,Milton,Calaveras,95252,38.03535,-120.8418,No,Public,"Calaveras County, CA","Calaveras County, CA",1990,2032,Open,57,,,,,"470,515",2004,"47,825",2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,263,Rogers Creek,CA,,,Somes Bar,Siskiyou,,,,No,Public,United States Department of Agriculture; United States Forest Service,"Siskiyou County, CA",,1995,Closed,1,,,,,"10,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,266,Salton City Solid Waste Site,CA,Salton City Cut & Fill Site,935 W. Highway 86,Salton City,Imperial,92275,33.22944,-115.98611,No,Private,BURRTEC,BURRTEC,,2038,Open,4,,,,,"50,000",2004,"1,264",2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,267,San Antonio South Shore Disposal Site,CA,Lake San Antonio South Shore LF,,Bradley,Monterey,93426,35.83333,-120.97167,No,Public,"Monterey County, CA","Monterey County, CA",,1991,Closed,55,,,,,"18,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,21149,San Clemente Island Landfill,CA,,San Clemente Ridge Road and Reservoir Road,San Clemente Island,Los Angeles,,32.964782,-118.538887,No,Public,United States Navy,United States Navy,1979,2037,Open,15,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1006215,268,San Marcos LF,CA,,1595 San Elijo Road,San Marcos,San Diego,92078,33.07833,-117.165,No,Public,"County of San Diego, CA","County of San Diego, CA",1979,1997,Closed,107,102,400,,"12,902,208","12,902,208",1997,"679,064",1997,No,Not used,No,1.537,Yes,1.51,2022,41.3,Yes,2,0.391,2022,92,4839,No
,240,San Nicolas Island LF,CA,Pacific Missile Test Center LF,,Point Mugu (Mil Res),Ventura,93035,33.24778,-119.50472,No,Public,United States Navy,United States Navy,,1991,Closed,6,,,,,"50,000",,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,269,San Onofre LF,CA,,2.7 Mi E Basilone Gate,Camp Pendleton (Mil Res),San Diego,92672,33.39667,-117.54028,No,Public,United States Marine Corps,United States Marine Corps,1974,2257,Open,21,,,,,"238,200",,"1,758",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004692,270,San Timoteo Solid Waste Disposal Site,CA,San Timoteo Sanitary Landfill,31 Refuse Road,Redlands,San Bernardino,92373,34.0117,-117.2133,Yes,Public,"San Bernardino County, CA","San Bernardino County, CA",1980,2039,Open,127,75.1,250,50,"14,578,112","7,407,795",2022,"407,459",2022,Yes,Occasionally but not every year,No,1.132,Yes,0.805,2022,36.9,Yes,1,0.805,2022,51,2100,No
1004882,113,Santa Maria Regional Landfill,CA,City of Santa Maria Refuse Disposal Site,2065 E. Main Street,Santa Maria,Santa Barbara,93454,34.9525,-120.3831,No,Public,"City of Santa Maria, CA","City of Santa Maria, CA",1955,2028,Open,265,118,,,"10,010,569","6,391,052",2022,"147,540",2022,Yes,Occasionally but not every year,No,,Yes,1.078,2022,40.9,Yes,2,0.432,2022,78,2567,No
,1792,Santa Monica Landfill,CA,City of Santa Monica LF #2,,Santa Monica,Los Angeles,,,,No,Public,,,,1975,Closed,15,,,,,"200,000",,0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1002318,273,Santiago Canyon SLF,CA,,3099 Santiago Canyon Road,Orange,Orange,92862,33.77639,-117.74111,No,Public,"County of Orange - OC Waste & Recycling, CA","County of Orange - OC Waste & Recycling, CA",1968,1996,Closed,113,112.6,270,270,"13,524,435","13,512,884",1996,540,1996,No,Not used,No,1.588,Yes,1.446,2022,34.8,Yes,3,1.446,2022,142,2448,No
1005782,116,Savage Canyon LF,CA,,13919 East Penn Street,Whittier,Los Angeles,90602,33.9799,-118.0171,No,Public,"City of Whittier, CA","City of Whittier, CA",1935,2048,Open,132,102,,,"9,738,383","4,124,182",2022,"89,966",2022,No,Not used,No,1.022,Yes,0.843,2022,40.1,Yes,1,0.145,2022,166,2000,No
1003198,274,Scholl Canyon SLF,CA,,3001 Scholl Canyon Road,Glendale,Los Angeles,91206,34.15188,-118.19673,No,Public,"City of Glendale, CA","Sanitation Districts of Los Angeles County, CA",1961,2035,Open,440,211,375,300,,"35,238,684",2022,"447,183",2022,No,Not used,No,10.883,Yes,9.12,2022,33.9,Yes,12,9.12,2022,165,7300,No
1006149,275,Shafter-Wasco SLF,CA,,17621 Scofield Road,Shafter,Kern,93263,35.51042,-119.41085,Yes,Public,"Kern County, CA","Kern County, CA",1972,2056,Open,135,91.5,70,50,"24,139,435","3,164,654",2009,"141,456",2008,Unknown,Not used,No,0.9,Yes,0.399,2012,32.2,Yes,1,0.399,2012,20,450,No
,346,Sheldon-Arleta LF,CA,,12455 Wicks Street,Sun Valley,Los Angeles,91352,34.2263,-118.4044,No,Public,"City of Los Angeles, Bureau of Sanitation, CA","City of Los Angeles, Bureau of Sanitation, CA",1962,1974,Closed,41,,130,,,"5,500,000",,0,,Unknown,Not used,No,,Yes,0.7,,50,Yes,2,0.7,,,,Unknown
1005910,344,Shoreline LF at Mountain View,CA,"Shoreline Regional Park SLF; Actually 3 LFs: 544 Acre, Vista, Crittenden","1780 Ampitheatre Parkway
2600 Shoreline Boulevard",Mountain View,Santa Clara,94043,37.4236,-122.0903,No,Public,"City of Mountain View, CA","City of Mountain View, CA",1968,1993,Closed,,342.7,30,,"12,727,051","12,727,050",1993,"267,340",1993,No,Not used,No,2.42,Yes,0.996,2018,44.9,Yes,3,0.996,2018,271,1600,No
,277,Shoshone Disposal Site,CA,,,Shoshone,Inyo,92384,35.9708,-116.24444,No,Public,United States Bureau of Land Management,Inyo County Integrated Waste Management,,2052,Open,20,,,,,"15,708",,0,2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1013147,278,Sierra Army Depot,CA,,74 Currant Street,Herlong,Lassen,96113,40.16278,-120.15889,No,Public,United States Army,United States Army,1922,2082,Open,37.7,28,,,"199,500","153,892",2022,153,2022,No,Not used,No,,No,,,,No,,,,,,No
1007816,279,Simi Valley LF,CA,,2801 N. Madera Road,Simi Valley,Ventura,93065,34.29454,-118.79544,Yes,Private,WM,WM,1970,2062,Open,371,143.7,,,"138,635,608","37,145,906",2022,"2,016,416",2022,Yes,Several times per year,No,13.161,Yes,8.951,2022,44.7,Yes,2,8.951,2022,269,11000,No
,280,Simpson Paper Company Landfill,CA,Dersch Road LF,Dersch Road,Anderson,Shasta,96007,40.47833,-122.21667,No,Private,,Simpson Paper Company,,1990,Closed,47,,,,,187,,0,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004123,1929,Sonoma County Central Disposal Site,CA,"Central Disposal Site (Sonoma) - Phases I, II, & III",500 Mecham Road,Petaluma,Sonoma,94952,38.29694,-122.74222,Yes,Public,"Sonoma County, CA","Republic Services, Inc.",1971,2046,Open,175,135.4,165,150,"19,593,354","16,633,355",2022,"389,134",2022,No,Not used,No,3.457,Yes,2.455,2022,48.7,Yes,,1.079,2022,186,6105,No
1008057,1715,South Chollas SLF,CA,,"6000 College Grove Drive
2781 Caminito Chollas",San Diego,San Diego,92105,32.7352,-117.0669,No,Public,"City of San Diego, CA","City of San Diego, CA",1951,1981,Closed,155,150,40,40,"4,750,000","4,750,000",1981,0,,Unknown,Not used,No,1.16,Yes,0.78,2012,34.1,Yes,1,0.78,2012,179,850,No
,282,South Coast Refuse Disposal,CA,South Coast Solid Waste Site,Fish Rock Road,Gualala,Mendocino,95445,38.83,-123.54389,No,Public,Mendocino County Division of Solid Waste,Mendocino County Division of Solid Waste,,2001,Closed,10,,,,,"54,600",,"1,876",2000,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,20804,South Miramar LF,CA,,5180 Convoy Street,San Diego,San Diego,92111,32.842,-117.152,Yes,Public,"City of San Diego, CA",,1959,1973,Closed,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,283,Southeast Regional Solid Waste Disposal Site,CA,Southeast Regional,12716 Dinuba Avenue,Selma,Fresno,93662,36.59049,-119.56238,No,Public,"Fresno County, CA","Fresno County, CA",1970,1990,Closed,,74,,45,"1,850,000","1,850,000",,0,,Unknown,Not used,No,,Yes,,,28,Yes,1,0.259,,78,,Unknown
1003395,354,Spadra LF,CA,,4125 W. Valley Boulevard,Walnut,Los Angeles,91789,34.03864,-117.82379,No,Public,"Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA",1957,2000,Closed,323,173,150,,,"17,268,344",2000,"169,118",2000,No,Not used,No,,Yes,4.557,2022,20.6,Yes,6,4.557,2022,355,8500,No
,285,Stonyford Disposal Site,CA,,Lodoga/Stonyford Road,Stonyford,Colusa,95979,39.36037,-122.54461,No,Public,"Colusa County, CA","Colusa County, CA",,2064,Open,3.3,,,,,"10,000",2004,386,2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003386,114,Sunnyvale LF,CA,City of Sunnyvale LF,301 Carl Road,Sunnyvale,Santa Clara,94089,37.4184,-122.00776,No,Public,"City of Sunnyvale, CA","City of Sunnyvale, CA",1920,1993,Closed,,93,75,60,,"2,300,000",,,,Unknown,Not used,No,0.422,Yes,0.361,2012,37.6,Yes,,,,68,420,No
1003679,286,Sunshine Canyon Landfill,CA,North Valley Landfill,14747 San Fernando Road,Sylmar,Los Angeles,91342,34.32352,-118.50294,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1955,2037,Open,,350.6,200,,"114,148,537","72,985,822",2022,"2,458,975",2022,No,Not used,No,31.405,Yes,24.951,2022,42.3,Yes,6,13.477,2022,1044,31334,No
1003680,287,Sycamore SLF,CA,,8514 Mast Boulevard,Santee,San Diego,92071,32.8496,-117.02667,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1962,2091,Open,324,153,250,213,"41,611,821","34,499,568",2022,"1,024,563",2022,No,Not used,No,5.579,Yes,5.287,2022,47.2,Yes,2,1.969,2022,210,6374,No
,288,Taft SLF,CA,,13351 Elk Hills Road,Taft,Kern,93268,35.20377,-119.45314,No,Public,"Kern County, CA","Kern County, CA",1972,2064,Open,85,40,120,60,"5,910,000","1,627,135",2009,"34,849",2008,Unknown,Not used,No,0.072,No,,,,No,,,,,,Unknown
1002634,289,Tajiguas SLF,CA,ReSource Center,14470 Calle Real,Gaviota,Santa Barbara,93117,34.47694,-120.12417,Yes,Public,"Santa Barbara County, CA","Santa Barbara County, CA",1967,2027,Open,118,106.1,,,"14,001,750","11,784,454",2022,"205,660",2022,No,Not used,No,2.377,Yes,1.693,2022,50,Yes,,,,135,2000,No
1004403,290,Teapot Dome Landfill,CA,Teapot Dome Disposal Site,21063 Avenue 128,Porterville,Tulare,93257,36.02111,-119.10583,No,Public,"Tulare County, CA","Tulare County, CA",1971,2023,Closed,,71,45,,"5,911,242","3,868,862",2022,"119,400",2022,No,Not used,No,0.727,Yes,0.253,2022,38.9,Yes,,0.253,2022,41,350,No
,291,Tecopa Disposal Site,CA,,,Tecopa,Inyo,92389,35.85071,-116.18246,No,Public,,Inyo County Integrated Waste Management,,2050,Open,29,,,,,"48,707",,0,2004,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,292,Tehachapi SLF,CA,,12001 Tehachapi Boulevard,Tehachapi,Kern,93561,35.12362,-118.34031,No,Public,"Kern County, CA","Kern County, CA",1973,2032,Open,32,32,80,60,"2,078,000","1,649,600",2008,"60,150",2009,Unknown,Not used,No,0.17,Yes,0.08,,,Yes,,0.08,,,,Unknown
1005368,256,Tehama County/Red Bluff Landfill,CA,,19995 Plymire Rd,Red Bluff,Tehama,96080,40.196,-122.29742,No,Public,"City of Red Bluff, CA; Tehama County, CA","Waste Connections, Inc.",1974,2046,Open,120,37.8,,80,"3,606,399","2,012,613",2022,"59,520",2022,No,Not used,No,0.62,Yes,0.318,2022,41.3,Yes,1,0.318,2022,17,500,No
,223,Tennant Solid Waste Disposal Site,CA,,,Tennant,Siskiyou,,,,No,Public,United States Department of Agriculture; United States Forest Service,"Siskiyou County, CA",,,Unknown,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004743,294,Toland Road SLF,CA,,3500 North Toland Road,Santa Paula,Ventura,93060,34.4025,-118.99806,No,Public,"Ventura Regional Sanitation District, CA","Ventura Regional Sanitation District, CA",1970,2038,Open,86,38.6,435,,"18,900,476","10,944,451",2022,"320,696",2022,No,Not used,No,2.822,Yes,1.965,2022,45.1,Yes,1,1.965,2022,121,1926,No
1006089,343,Toyon Canyon Landfill,CA,Toyon Canyon Park Reclamation Project,5050 Mt Hollywood Drive,Los Angeles,Los Angeles,90027,34.1444,-118.3012,Yes,Public,"City of Los Angeles, Bureau of Sanitation, CA","City of Los Angeles, Bureau of Sanitation, CA",1957,1985,Closed,90,90,,290,,"16,574,265",1985,"571,526",1985,No,Not used,No,2.48,Yes,1.052,2022,41.3,Yes,1,0.933,2021,207,1800,No
1007836,137,Tri-Cities Landfill,CA,Durham Road SLF,7010 Auto Mall Parkway,Fremont,Alameda,94538,37.49227,-121.99229,No,Private,WM,WM,1967,2012,Closed,225,115,,104,"17,343,900","13,899,918",2012,"87,661",2012,No,Not used,No,1.703,Yes,1.291,2022,48.3,Yes,1,1.291,2022,40,2484,No
,295,Trona-Argus Refuse Disposal Site,CA,,83000 1st Street,Trona,San Bernardino,93562,35.7632,-117.399,No,Public,"San Bernardino County, CA",,1956,1995,Closed,19,,,33,"594,000","445,500",,"2,485",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,297,Tulelake SLF,CA,Tulelake Solid Waste LF,,Tulelake,Siskiyou,96134,41.95,-121.466667,No,Public,City of Tulelake,"Siskiyou County, CA",,2001,Closed,9,,,,,"75,000",,"1,584",1999,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,298,Tuolumne County Central SLF,CA,,1800 Seco Terrace Drive,Jamestown,Tuolumne,95327,37.94833,-120.4062,No,Public,"County of Tuolumne, CA","County of Tuolumne, CA",,2005,Closed,21,,,,,"986,400",,"25,673",1994,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,299,Twentynine Palms Disposal Site,CA,,7501 Pinto Mountain Road,Twentynine Palms,San Bernardino,92277,34.1192,-115.9652,No,Public,"San Bernardino County, CA","San Bernardino County, CA",1954,1998,Closed,39,,,,"738,000","553,500",,"18,545",1997,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
