GHGRP ID,Landfill ID,Landfill Name,State,Landfill Alias,Physical Address,City,County,Zip Code,Latitude,Longitude,Composting?,Ownership Type,Landfill Owner Organization(s),Landfill Operator Organization,Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Design Landfill Area (acres),Current Landfill Area (acres),Design Landfill Depth (feet),Current Landfill Depth (feet),Landfill Design Capacity (tons),Waste in Place (tons),Waste in Place Year,Annual Waste Acceptance Rate (tons per year),Annual Waste Acceptance Year,Does LF Recirculate Leachate?,Leachate Recirc Frequency (Past 10 Yrs),Permitted as RD&D LF?,LFG Generated (mmscfd),LFG Collection System In Place?,LFG Collected (mmscfd),LFG Collected Year,Percent Methane,Flares in Place?,Number of Flares,LFG Flared (mmscfd),LFG Flared Year,Number of Wells,GCCS Capacity (cfm),Passive Venting/Flaring?
,10922,Wilmington Sanitary LF,OH,,397 S Nelson Avenue,Wilmington,Clinton,45177,39.44,-83.8512,Yes,Public,"City of Wilmington, OH","City of Wilmington, OH",1960,,Open,,,,,"780,000","734,611",2006,"14,300",2011,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,1203,Wood County Landfill,OH,,"15320 Tontogany Road
off U.S. Route 6",Bowling Green,Wood,43402,41.3772,-83.7377,No,Public,"Board of Wood County Commissioners, OH","Wood County Solid Waste Management District, OH",1971,2024,Open,43,43,155,100,"1,488,259","1,128,918",2014,"60,470",2017,Unknown,Not used,No,,No,,,,No,,,,,,Yes
,1233,"Absolute Waste Solutions, Inc. Landfill",OK,Green Acres LF,23591 Brooksville Road,Tecumseh,Pottawatomie,74873,35.22225,-96.96042,No,Private,"Absolute Waste Solutions, Inc.","Absolute Waste Solutions, Inc.",1984,2015,Closed,,,,,,"162,847",,"1,093",2014,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003411,2434,Alderson Regional Landfill,OK,Pittsburg County Landfill,201 S. 5th Street,Alderson,Pittsburg,74522,34.928455,-95.764358,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1988,2042,Open,,31.1,,,"2,856,049","2,024,525",2022,"67,597",2022,No,Not used,No,0.894,Yes,0.37,2022,47.3,Yes,,0.37,2022,24,650,Yes
1002552,12142,American Environmental Landfill,OK,Shell Creek Landfill,212 N. 177th W. Avenue,Sand Springs,Osage,74063,36.158803,-96.190532,No,Private,"American Environmental Landfill, Inc.",,1981,2047,Open,150,58.8,,,"14,959,047","11,445,174",2022,"678,647",2022,Yes,Several times per year,No,2.43,Yes,1.151,2022,49.3,Yes,,0.004,2022,56,2000,Yes
1007712,1228,Broken Arrow LF,OK,51st Street LF,"21500 East 51st Street
51st Street & 225th East Avenue",Broken Arrow,Wagoner,74014,36.0899,-95.726,No,Public,"City of Broken Arrow, OK","Republic Services, Inc.",1977,2003,Closed,196,,,40,"4,926,940","4,926,940",2003,"182,479",2003,No,Not used,No,0.539,Yes,0.411,2022,43.9,Yes,,0.411,2022,96,650,No
1003621,1232,Canadian Valley Landfill,OK,Shawnee Landfill,48210 East Independence Street,Shawnee,Pottawatomie,74801,35.34758,-96.80372,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1984,2064,Open,,42.1,,,"3,705,336","1,214,544",2022,0,2022,No,Not used,No,0.503,Yes,0.281,2022,44.9,Yes,,0.281,2022,26,600,No
1002244,20712,Center Point Landfill,OK,,101422 South 3570 Road,Prague,Lincoln,74864,35.543891,-96.647746,No,Private,"CenterPoint Holdings, LLC",,1987,2040,Open,,32.6,,,"1,499,055","1,485,800",2022,"63,002",2022,Yes,Several times per year,No,0.438,No,,,,No,,,,,,No
,1220,Cherokee Nation SLF,OK,Adair County LF,Cherokee Nation Landfill Road,Stilwell,Adair,74960,35.71223,-94.63732,No,Public,Cherokee Nation of Oklahoma,Cherokee Nation of Oklahoma,1982,,Open,,,,,,"877,185",,"60,341",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,21217,City of Broken Bow Landfill,OK,,,Broken Bow,McCurtain,74728,34.059128,-94.712101,No,Public,"City of Broken Bow, OK",Kulli Chito Environmental Trust Authority,,2019,Closed,,,,,,,,"24,406",2018,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,21219,City of McAlester Landfill,OK,,2910 W. Mitchell Road,McAlester,Pittsburg,74501,34.950083,-95.832677,No,Public,"City of McAlester, OK",,,,Open,,,,,,,,432,2018,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1002855,20714,City of Okmulgee Landfill,OK,,17480 South 270 Road,Morris,Okmulgee,74447,35.603247,-95.890227,No,Public,"City of Okmulgee, OK",,1986,2036,Open,,21.4,,,"1,464,374","1,048,504",2022,"29,646",2022,Yes,Occasionally but not every year,No,0.383,No,,,,No,,,,,,No
1003963,12214,City of Sallisaw Solid Waste Disposal Facility,OK,,"N4660 Road
2.5 mi E of Sallisaw off Hwy 64",Sallisaw,Sequoyah,74955,35.414166,-94.744806,No,Public,"City of Sallisaw, OK",,1996,2026,Open,,42.9,,,"2,161,857","1,676,545",2022,"88,364",2022,Yes,Several times per year,No,1.59,No,,,,No,,,,,,No
1007801,1227,East Oak SLF,OK,Mosley Road LF,3201 Mosley Road,Oklahoma City,Oklahoma,73141,35.50373,-97.41513,No,Private,WM,WM,1973,2073,Open,,165,100,,"39,389,007","22,348,619",2022,"411,989",2022,No,Not used,No,6.909,Yes,3.484,2022,52.9,Yes,2,1.253,2022,158,7000,No
,21214,Elk City Municipal Landfill,OK,,W. Country Club Boulevard,Elk City,Beckham,73644,35.425498,-99.496143,No,Public,"City of Elk City, OK",,,,Open,,,,,,,,"29,905",2018,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1002788,1223,Enid City Landfill,OK,City of Enid LF; Enid Municipal LF,1313 E. Southgate Road,Enid,Garfield,73701,36.36195,-97.859154,No,Public,"City of Enid, OK","City of Enid, OK",1988,2031,Open,72,40,,50,"4,851,000","3,191,306",2022,"81,626",2022,Yes,Occasionally but not every year,No,0.914,No,,,,No,,,,,,Yes
1007713,20893,Fillsand Landfill,OK,,8701 West Reno,Oklahoma City,Oklahoma,73127,35.4658,-97.668,No,Private,"Republic Services, Inc.",,1974,1992,Closed,,,,,"1,650,282","1,650,282",1992,"86,857",1992,No,Not used,No,,Yes,0.359,2018,49.4,Yes,,0.359,2018,36,250,No
,1231,Great Plains Landfill,OK,Pocasset,"Off County Road EW125
2 miles W of US Hwy 81",Pocasset,Grady,73079,35.195179,-97.992425,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1986,,Open,74,,,,"4,531,275","143,325",2016,118,2018,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1004993,1222,Lawton LF,OK,City of Lawton LF,8902 SW 11th Street,Lawton,Comanche,73501,34.523,-98.4,No,Public,"City of Lawton, OK","City of Lawton, OK",1972,2025,Open,130,106,80,,,"6,234,807",2022,"199,947",2022,No,Not used,No,,Yes,0.803,2022,44.4,Yes,1,0.803,2022,41,2000,No
,21218,McCurtain County Landfill,OK,,4105 South Seminole,Idabel,McCurtain,74745,33.86093,-94.846107,No,Public,"City of Idabel, OK",,,2028,Open,44.5,,,,,,,"11,679",2018,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1003616,1234,Muskogee Community LF,OK,,2801 S. 54th Street W,Muskogee,Muskogee,74401,35.71897,-95.42966,No,Private,WM,WM,1987,2026,Open,,44.7,,,"4,783,013","4,247,497",2022,"135,850",2022,Yes,Several times per year,No,1.33,No,,,,No,,,,,,No
1004028,1224,Newcastle Landfill,OK,"Pinecrest Landfill, L.L.C.",1741 North Portland Avenue,Newcastle,McClain,73065,35.26531,-97.58247,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1986,2035,Open,66,50.1,,66,"4,285,258","2,857,352",2022,0,2022,No,Not used,No,1.468,Yes,0.971,2022,38.3,Yes,1,0.971,2022,66,1600,No
,21220,North Tulsa Sanitary Landfill,OK,,4215 E. 56th Street North,Tulsa,Tulsa,74117,36.238384,-95.934398,No,Private,Environmental Solutions of Oklahoma,,,2015,Closed,,,,,,,,"44,917",2015,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,1235,NW Oklahoma SWDA LF,OK,,,Woodward,Woodward,73801,,,No,Public,Northwest Oklahoma Solid Waste Authority,Northwest Oklahoma Solid Waste Authority,1972,,Open,,,,,,"982,633",,"39,305",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007624,1226,Oklahoma City Landfill,OK,Oklahoma LF,7600 SW 15th Street,Oklahoma City,Oklahoma,73128,35.4455,-97.64,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1981,2025,Open,,131.1,,,,"16,141,697",2022,"620,006",2022,Yes,Several times per year,No,4.079,Yes,2.676,2022,55.4,Yes,,0.001,2022,155,4000,No
1006219,1221,Oklahoma Environmental Management Authority (OEMA) Landfill,OK,Canadian County Solid Waste Disposal Authority Landfill,20435 SW 29th Street,Union City,Canadian,73090,35.438,-97.9255,No,Public,Oklahoma Environmental Management Authority (OEMA),Oklahoma Environmental Management Authority (OEMA),1974,2027,Open,,68,,,"3,638,250","3,237,667",2022,"90,431",2022,No,Not used,No,0.864,Shutdown,0.252,2016,54,Yes,1,,,12,600,No
1004710,2136,Osage Landfill,OK,,83 County Road 2712,Bartlesville,Osage,74003,36.717611,-96.012747,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1982,2135,Open,50,36.9,,,"13,608,819","2,899,283",2022,"81,562",2022,Yes,Several times per year,No,0.545,No,,,,No,,,,,,No
1013807,21216,Pauls Valley Landfill,OK,,405 East Airport Industrial Road,Pauls Valley,Garvin,73075,34.713702,-97.204547,No,Private,GFL Environmental USA Inc.,,1991,2026,Open,,,,,"1,333,482","1,212,775",2022,"107,317",2022,No,Not used,No,,No,,,,No,,,,,,No
1004473,2433,Perkins,OK,,2417 North Marine Drive,Stillwater,Payne,74075,36.15,-97.043,No,Private,Larry Hall,"Republic Services, Inc.",1983,1994,Closed,,48,,,"1,375,235","1,375,235",1994,"114,603",1994,No,Not used,No,0.38,No,,,,No,,,,,,Yes
1002729,20713,Ponca City Landfill,OK,,2501 West Riverview Road,Ponca City,Kay,74601,36.647,-97.11,No,Public,"City of Ponca City, OK",,1989,2041,Open,,41,,,"2,795,544","1,686,038",2022,"43,242",2022,No,Not used,No,0.53,No,,,,No,,,,,,No
1004149,1229,Porter Landfill,OK,Redbird; Earthtech; Porter 51 B Landfill,19960 S. 381st E. Avenue,Porter,Wagoner,74454,35.85034,-95.51475,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1988,2131,Open,,42.7,,,"16,467,428","3,736,131",2022,0,2022,No,Not used,No,0.755,No,,,,No,,,,,,Yes
1007851,1236,Quarry LF,OK,,4041 N. 141st East Avenue,Tulsa,Tulsa,74116,36.20683,-95.83306,No,Private,WM,WM,1989,2035,Open,,127.6,,,"24,613,395","18,431,710",2022,"512,123",2022,No,Not used,No,6.01,Yes,2.771,2022,44.3,Yes,2,2.771,2022,126,3000,No
1004711,2138,Red Carpet Landfill Inc.,OK,,N2700 Road,Meno,Major,73760,36.458,-98.19,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1980,2114,Open,89.7,58.4,,,"5,777,100","3,721,046",2022,"68,510",2022,Yes,Several times per year,No,0.603,No,,,,No,,,,,,No
,21215,Sayre Municipal Landfill,OK,,11606 N 1880 Road,Sayre,Beckham,73662,35.333656,-99.630873,No,Public,"City of Sayre, OK",,,,Open,,,,,,,,"4,263",2018,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1002323,12021,Sooner Landfill,OK,,36339 E. West 127,Wewoka,Seminole,74884,35.18,-96.546,No,Private,GFL Environmental USA Inc.,,1990,2059,Open,38,25,90,50,"2,349,866","963,238",2018,"3,034",2018,Yes,Several times per year,No,,Yes,0.504,,50.8,Yes,1,0,,19,1200,No
1005729,2384,Southeast OKC Landfill,OK,Bryant Street Landfill,7001 S. Bryant Street,Oklahoma City,Oklahoma,73149,35.3972,-97.4592,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1965,2065,Open,227.4,130.6,,112,"41,991,349","19,531,069",2022,"471,561",2022,No,Not used,No,6.118,Yes,5.046,2022,49.8,Yes,2,1.188,2022,160,5900,No
1002234,1225,Southern OK Regional Disposal LF,OK,Ardmore SLF,31 Sord Drive,Ardmore,Carter,73402,34.1891,-97.0382,No,Public,"Southern Oklahoma Regional Disposal, Inc., OK","Southern Oklahoma Regional Disposal, Inc., OK",1978,2056,Open,120,61.7,160,140,"18,645,326","4,822,651",2022,"194,302",2022,No,Not used,No,1.377,Yes,0.526,2022,56,Yes,1,0.03,2022,67,2672,No
1006257,2137,Southern Plains Landfill,OK,Oklahoma Landfill HOL,"3198 County Street 2910
2 miles west of Alex on Hwy 19",Ninnekah,Grady,73067,34.9326,-97.8132,No,Private,Waste Connections Inc. - Central Region,Waste Connections Inc. - Central Region,1987,2032,Open,79,51.4,,,,"4,509,468",2022,"167,872",2022,Yes,Several times per year,No,1.894,Yes,1.144,2022,40.8,Yes,,1.144,2022,74,2000,No
1005730,2432,Stillwater Sanitary Landfill,OK,H.E.W. Landfill,1717 East Yost Road,Stillwater,Payne,74075,36.209557,-97.052136,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1986,2149,Open,,45.9,,,"5,668,800","4,365,881",2022,"68,143",2022,No,Not used,No,1.581,Yes,0.84,2022,41.9,Yes,,0.84,2022,40,1200,No
,21036,Ant Flat Landfill,OR,,Ant Flat Road,Enterprise,Wallowa,97828,45.458,-117.256,No,Public,"Wallowa County, OR",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,21037,Baker Sanitary Landfill,OR,,39144 W. Sutton Creek Road,Baker City,Baker,97907,44.7047,-117.7851,No,Private,Baker Sanitary Service,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,21038,Burns-Hines Disposal Site,OR,,53206 Monroe Lane,Burns,Harney,97720,43.5842,-119.0846,No,Private,C&B Sanitary Service,,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,21039,Chemult Landfill,OR,,"400 Chemult Dump Road
Hwy 97, 1/4 mile south of Chemult",Chemult,Klamath,97731,43.2015,-121.7865,No,Public,"Klamath County, OR",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1007054,1246,Coffin Butte LF,OR,,28972 Coffin Butte Road,Corvallis,Benton,97330,44.69915,-123.22506,Yes,Private,"Republic Services, Inc.","Republic Services, Inc.",1978,2038,Open,,82,,,"39,154,705","19,735,188",2022,"1,011,525",2022,No,Not used,No,4.403,Yes,3.896,2022,52.9,Yes,2,1.719,2021,375,5000,No
1007989,1241,Columbia Ridge LF,OR,,18177 Cedar Springs Lane,Arlington,Gilliam,97812,45.639234,-120.217237,No,Private,WM,WM,1990,2131,Open,687,273.5,,250,"393,767,649","66,976,355",2022,"2,607,058",2022,Yes,Several times per year,Yes,15.817,Yes,10.876,2022,51.4,Yes,2,5.488,2022,167,17800,No
1005356,12183,Crook County Landfill,OR,,5601 SW Houston Lake Road,Prineville,Crook,97754,44.304,-120.912,No,Public,"Crook County, OR",,1973,2050,Open,,62.2,,,"79,128,886","1,236,712",2022,"44,025",2022,Yes,Several times per year,No,0.417,No,,,,No,,,,,,No
1005652,2073,Dry Creek Landfill,OR,,6260 Dry Creek Road,Eagle Point,Jackson,97524,42.382,-122.773,No,Private,Rogue Disposal & Recycling,Rogue Disposal & Recycling,1974,2090,Open,200,60,,,"89,345,715","9,525,714",2022,"610,641",2022,No,Not used,No,,Yes,3.688,2022,50,Yes,1,2.455,2021,173,3600,No
1004516,1242,Finley Buttes Regional Landfill,OR,,73221 Bombing Range Road,Boardman,Morrow,97818,45.7447,-119.623,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1990,2186,Open,498,89.7,,,"85,014,451","15,860,331",2022,"806,143",2022,No,Not used,No,2.616,Yes,2.102,2022,49.3,Yes,,0.002,2022,109,2000,No
,21040,Haines Landfill,OR,,Haines Dump Road,Haines,Baker,97833,44.9294,-117.919,No,Public,"City of Haines, OR",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,21041,Humbert Refuse Landfill,OR,,79378 Gerking Flat Road,Athena,Umatilla,97813,45.834,-118.5579,No,Private,"Humbert Refuse and Recycling, Inc.",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,1239,Klamath Falls LF,OR,,Old Fort Road,Klamath Falls,Klamath,97601,42.233493,-121.750684,No,Public,"Klamath County, OR","Klamath County, OR",1911,2001,Closed,60,,,,,"1,000,000",2001,"64,277",2001,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1003232,1238,Knott Landfill,OR,Knott Pit Landfill,61050 SE 27th Street,Bend,Deschutes,97702,44.01,-121.255,No,Public,"Deschutes County, OR","Deschutes County, OR",1972,2029,Open,135,89,,100,"23,274,878","4,859,129",2022,"223,962",2022,Yes,Several times per year,No,1.826,Yes,1.265,2022,49.8,Yes,2,1.265,2022,68,2000,Yes
,21042,Lytle Boulevard Landfill,OR,,Lytle Boulevard,Vale,Malheur,97918,43.8763,-117.1518,No,Public,"Malheur County Environmental Health, OR",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
,1243,Milton-Freewater LF,OR,,,Milton-Freewater,Umatilla,97862,44.0945,-121.2936,No,Public,City of Milton-Freewater,,1972,2030,Open,45,,,,,"125,000",,"5,075",2001,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,1244,Pendleton LF,OR,,,,Umatilla,,45.599,-121.1904,No,Private,Sanitary Service Company,,1972,1997,Closed,80,,,,,"500,000",,"20,000",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007687,1248,"Riverbend Landfill Company, Inc.",OR,,13469 SW Highway 18,McMinnville,Yamhill,97128,45.161,-123.247,No,Private,WM,WM,1982,2032,Open,88,84.7,,,,"16,676,913",2022,0,2022,No,Not used,No,5.64,Yes,2.48,2022,48.1,Yes,1,0.658,2022,204,6800,No
1005384,1245,Roseburg LF,OR,Douglas County LF,376 Roseburg Landfill Road,Roseburg,Douglas,97470,43.1859,-123.379,No,Public,"Douglas County, OR","Douglas County, OR",1930,2040,Open,,51.4,150,50,"5,200,890","4,146,081",2022,"151,170",2022,No,Not used,No,1.32,Yes,0.454,2022,47.8,Yes,1,0.021,2022,74,250,No
1007470,20790,Rossman's Landfill,OR,Trail's End Golf Center,1101 Abernathy Road,Oregon City,Clackamas,97045,45.365167,-122.588833,No,Private,Park Place Development Inc,,1969,1983,Closed,,,,,"3,060,523","3,060,522",1983,"80,014",1983,No,Not used,No,,No,,,,No,,,,,,Yes
1007001,1247,Short Mountain LF,OR,,84777 Dillard Access Road,Eugene,Lane,97405,43.9792,-123.0088,No,Public,"Lane County, OR","Lane County, OR",1976,2091,Open,220,103,,200,"32,116,052","10,644,346",2022,"289,518",2022,No,Not used,No,4.12,Yes,1.243,2022,47.5,Yes,,0,2022,177,1580,No
1005103,20861,South Stage Landfill,OR,,4761 South Stage Road,Jacksonville,Jackson,97530,42.302,-122.956,No,Private,South Stage Landfill Inc,,1960,1998,Closed,44,,,,"2,425,500","1,550,346",1998,"140,017",1998,Unknown,Not used,No,,Yes,0.35,2015,46.4,Yes,1,0.35,2015,38,1000,No
1002446,1714,St. Johns LF,OR,,9387 N. Columbia Boulevard,Portland,Multnomah,97203,45.6083,-122.7589,Yes,Public,"Metro, OR","Metro, OR",1940,1991,Closed,,238,,80,"14,001,750","14,000,000",1991,"42,096",1991,No,Not used,No,0.407,Yes,0.314,2022,41.9,Yes,1,0.314,2022,106,500,No
,21043,Thomas Creek Road Landfill,OR,Lakeview Landfill; Lake County Landfill,23980 Thomas Creek Road,Lakeview,Lake,97630,42.2835,-120.3677,No,Public,"Lake County Road Department, OR",,,,Open,,,,,,,,,,Unknown,Not used,No,,Unknown,,,,Unknown,,,,,,Unknown
1004515,1240,Wasco County Landfill,OR,The Dalles Landfill; Northern Wasco County LF; Wasco Landfill,2550 Steele Road,The Dalles,Wasco,97058,45.56129,-121.14089,No,Private,"Waste Connections, Inc.",,1973,2045,Open,160,69.6,,,"18,373,123","13,054,041",2022,"1,065,891",2022,Yes,Several times per year,No,0.827,Yes,0.115,2022,46.7,Yes,,0.115,2022,24,1100,Yes
,1306,"Adams Sanitation Company, Inc. Landfill",PA,Adsco,355 Clouser Road,Hanover,Adams,17331,39.7265,-77.0365,No,Private,"Adams Sanitation Company, Inc.","Adams Sanitation Company, Inc.",1970,1993,Closed,,108,,,,"22,078,368",,"919,932",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1007645,1254,Alliance SLF,PA,"Empire SLF, Dominion Landfill",398 South Keyser Avenue,Taylor,Lackawanna,18517,41.398,-75.735,No,Private,WM,WM,1987,2046,Open,513,193.5,,,"49,078,436","25,448,466",2022,"688,566",2022,Yes,Several times per year,No,10.8,Yes,7.609,2022,48.6,Yes,2,0.54,2022,248,8000,No
,1323,Amity LF Environmental & Recycling Services,PA,Taylor; Amity LF,1100 Union Street,Taylor,Lackawanna,18517,41.39188,-75.72743,No,Private,Taylor Energy Partners,Amity,1973,1990,Closed,97,,27,,,"3,000,000",1990,"371,250",,Unknown,Not used,No,,Yes,0.2,,50,Yes,1,0.2,,,,Unknown
1003456,1276,Arden LF,PA,,200 Rangos Lane,Washington,Washington,15301,40.2083,-80.2647,No,Private,WM,WM,1977,2097,Open,160,141.7,,,"43,460,609","15,974,400",2022,"451,866",2022,No,Not used,No,3.75,Yes,2.563,2022,54.9,Yes,2,0.266,2022,219,9500,No
1003937,1293,Bethlehem Landfill,PA,IESI Bethlehem Landfill,2335 Applebutter Road,Bethlehem,Northampton,18015,40.625,-75.307,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1960,2025,Open,201,109,,,"12,825,787","10,674,197",2022,"415,430",2022,No,Not used,No,5.767,Yes,4.744,2022,48.4,Yes,1,4.744,2022,152,4000,No
1003773,1270,Blue Ridge Landfill,PA,R. & A. Bender LF,"1660 Orchard Road
3747 White Church Road",Chambersburg,Franklin,17202,39.97204,-77.55683,No,Private,"Waste Connections, Inc.","Waste Connections, Inc.",1973,2035,Open,241,140,,,"24,873,975","14,968,766",2022,"727,116",2022,Yes,Occasionally but not every year,No,4.335,Yes,3.066,2022,50.5,Yes,1,0.004,2022,107,6000,No
1007976,1273,Bradford County Landfill,PA,Northern Tier Solid Waste Authority LF; Northern Tier Landfill #2,"108 Steam Hollow Road
off U.S. Route 6",Troy,Bradford,16947,41.777,-76.63,No,Public,"Northern Tier Solid Waste Authority (NTSWA), PA","Northern Tier Solid Waste Authority (NTSWA), PA",1983,2024,Open,54,54,,,"3,946,817","3,768,600",2022,"115,661",2022,No,Not used,No,1.048,Yes,0.642,2022,47.8,Yes,1,0,2021,46,1500,No
,1315,Center Township LF,PA,Rogersville Commonwealth Environmental Systems LF; Permit #100583,,,Greene,,,,No,Public,"Center Township, PA","Center Township, PA",,1990,Closed,,,,,,,,,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
1001844,1277,"Chestnut Valley Landfill, Inc.",PA,"J&J LF; Onyx CBF, Inc. LF",1184 McClellandtown Road,McClellandtown,Fayette,15458,39.897,-79.8388,No,Private,Noble Environmental,,1960,2024,Open,,44,,,"5,069,721","5,028,570",2022,"153,552",2022,No,Not used,No,1.623,Yes,1.011,2022,44,Yes,3,1.011,2022,99,2400,No
1002232,1253,Chrin Brothers LF,PA,,1225 Industrial Drive,Easton,Northampton,18042,40.6658,-75.2275,No,Private,"Chrin Brothers, Inc.","Chrin Brothers, Inc.",1961,2040,Open,108,71.1,,,"12,555,143","9,041,006",2022,"193,720",2022,No,Not used,No,4.167,Yes,2.301,2022,38.2,Yes,3,2.301,2022,219,5090,No
1004413,1294,Commonwealth Environmental Systems (CES) LF,PA,CES,"99 Commonwealth Road
near Route 25 and I-81",Hegins,Schuylkill,17938,40.675,-76.375,No,Private,CES,CES,1997,2028,Open,270,119.9,,,"18,882,817","5,564,197",2010,"464,068",2010,Unknown,Not used,No,9.55,Yes,6.96,2012,47.9,Yes,2,0.24,2012,162,8500,No
1002556,1269,Conestoga LF,PA,Morgantown,420 Quarry Road,Morgantown,Berks,19543,40.1806,-75.9144,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1994,2029,Open,277,197,,150,"55,161,632","38,783,267",2022,"1,174,304",2022,No,Not used,No,15,Yes,9.691,2022,48,Yes,3,3.547,2022,298,16900,No
,1322,Conshohocken LF,PA,Montgomery County LF,,Swedeland,Montgomery,,,,No,Public/Private,"Montgomery County, PA; U.S. Gypsum","Montgomery County, PA",1981,1985,Closed,25,,,,,"3,600,000",,,,Unknown,Not used,No,,Yes,,,,Yes,,,,,,Unknown
1007975,1289,County Environmental Landfill of Clarion,PA,"Leeper LF, County Environmental Incorporated, Clarion LF",344 Walley Run Drive,Leeper,Clarion,16233,41.394,-79.289,No,Private,"Republic Services, Inc.","Republic Services, Inc.",1989,2008,Closed,,60.1,,,"4,628,164","4,349,195",,"188,559",2008,No,Not used,No,0.903,Yes,0.706,2022,42.8,Yes,1,0.706,2022,56,2500,No
1004162,1260,Cumberland County LF,PA,"Community Refuse Service Incorporated LF; Hopewell LF, Newton LF",135 Vaughn Road,Shippensburg,Cumberland,17257,40.1344,-77.5039,No,Private,WM,WM,1974,2032,Open,174,145.3,,,"17,505,899","13,751,607",2022,"282,880",2022,No,Occasionally but not every year,No,6.315,Yes,3.398,2022,48,Yes,2,0.235,2022,242,10000,No
1003503,1264,Dauphin Meadows LF,PA,"Fulkroad, Millersburg MW",3035 Route 209,Millersburg,Dauphin,17061,40.54772,-76.86956,No,Private,WM,WM,1978,2002,Closed,,51,,,"13,809,980","13,809,980",,"145,471",,Unknown,Not used,No,0.815,Yes,0.697,2012,26.6,Yes,1,0.697,2012,37,3035,No
,1303,Drumore Township SLF,PA,,,Drumore,Lancaster,,,,No,Unknown,Drumore Township SLF,Drumore Township SLF,1976,1983,Closed,,,,,,352,,44,,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
,1299,East Pennsboro LF,PA,,,East Pennsboro,Cumberland,,,,No,Public,East Pennsboro Township,East Pennsboro Township,1958,1979,Closed,20,,100,,,"400,000",,,,Unknown,Not used,No,,Yes,1,,50,No,,,,,,Yes
1007987,1281,Evergreen Landfill,PA,Pellegrene LF,"1310 Luciusboro Road
off Route 119 S",Blairsville,Indiana,15717,40.493,-79.1373,No,Private,WM,Pellegrene Construction Company,1968,2024,Open,110,47.5,,,"10,003,535","3,910,060",2022,"92,585",2022,No,Not used,No,1.68,Yes,0.707,2022,37.6,Yes,1,0.707,2022,48,2500,No
1007615,21203,Fairless Landfill,PA,,1000 New Ford Mill Road,Morrisville,Bucks,19067,40.151865,-74.758443,No,Private,WM,,2016,2028,Open,194,,,,"35,126,718","15,544,105",2020,"3,590,675",2020,No,Not used,No,,Yes,,,,Yes,,,,,,Unknown
,1302,Fred D. Thebes LF,PA,,,New Bloomfield,Perry,,,,No,Private,Fred D. Thebes,Fred D. Thebes,1982,1990,Closed,32,,,,,"5,907",,"1,195",,Unknown,Not used,No,,No,,,,No,,,,,,Unknown
